trip_id,medallion_id,driver_name,driver_experience_years,vendor_name,vehicle_type,pickup_datetime,dropoff_datetime,trip_duration,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_distance,pickup_borough,dropoff_borough,passenger_count,rate_code,payment_type,store_and_fwd_flag,weather_condition,temperature_f,precipitation_in,wind_speed_mph,traffic_index,is_holiday,tolls_amount,extra_surcharge,mta_tax,improvement_surcharge,congestion_surcharge,tip_amount,total_amount,trip_rating,fare_amount
NYC-2023-400439,3699-F93,Driver 1788,10.2,CMT,SUV,2023-06-09 23:11:00,2023-06-09 23:52:00,41m,40.78029,-73.844201,40.692573,-74.00116,13.29,Queens,Brooklyn,4.0,1,CSH,N,Rain,70.0,0.1,2.8,7.4,0,4.54,1.0,0.5,0.3,2.5,0.0,$68.45,4.0,59.61
NYC-2023-402018,4184-E39,Driver 62,4.2,VTS,Hybrid,2023-02-08 00:43:00,2023-02-08 01:21:00,38m,40.749032,-73.821316,40.707069,-74.007953,22.21,Queens,Manhattan,1.0,1,CSH,N,Snow,25.0,0.25,7.3,6.6,0,0.0,1.0,0.5,0.3,,0.0,$70.58,4.0,68.78
NYC-2023-400617,3336-D44,Driver 730,17.3,CMT,Sedan,2023-12-26 07:27:00,2023-12-26 07:51:00,24m,40.707212,-73.979765,40.760739,-73.93946,9.0,Brooklyn,Manhattan,1.0,1,Credit Card,N,Clear,44.0,0.0,10.1,8.5,0,7.3,2.5,0.5,0.3,2.5,5.33,$51.13,3.0,32.7
NYC-2023-404484,3659-C11,Driver 1411,3.5,VTS,SUV,2023-04-07 07:17:00,2023-04-07 08:51:00,1h 34m,40.681004,-73.991369,40.642036,-73.754885,27.17,Brooklyn,Queens,1.0,Standard Rate,Cash,N,Rain,70.0,0.48,4.8,10.0,0,0.0,2.5,0.5,0.3,2.5,0.0,$106.11,4.0,100.31
NYC-2023-404813,5104-G89,Driver 62,9.7,Verifone,Sedan,2023-02-20 10:16:00,2023-02-20 10:40:00,24m,40.716852,-73.99635,40.773896,-73.897129,8.83,Manhattan,Queens,6.0,Standard Rate,Credit Card,N,Clear,38.0,0.0,15.3,3.4,1,0.0,0.0,0.5,0.3,,7.94,$48.41,5.0,39.67
NYC-2023-401808,2706-H44,Driver 1052,4.7,CMT,Sedan,2023-04-22 03:38:00,2023-04-22 03:53:00,15m,40.743094,-74.009132,40.705917,-73.948309,5.67,Manhattan,Brooklyn,,1,Credit Card,N,Clear,57.0,0.0,0.8,5.1,0,0.0,1.0,0.5,0.3,2.5,2.94,$35.61,4.0,28.37
NYC-2023-403280,4338-C98,Driver 361,11.6,Verifone,SUV,2023-10-10 07:31:00,2023-10-10 08:03:00,32m,40.774813,-73.965236,40.707919,-74.019904,10.93,Manhattan,Manhattan,1.0,1,Credit Card,N,Clear,76.0,0.0,6.7,8.5,0,0.0,2.5,0.5,0.3,2.5,11.28,$56.94,4.0,39.86
NYC-2023-403968,7870-C76,Driver 948,4.5,VTS,Sedan,07/10/2023 09:59,2023-10-07 10:38:00,39m,40.769457,-74.013405,40.74766,-73.813981,14.06,Manhattan,Queens,4.0,1,Credit Card,N,Clear,52.0,0.0,12.9,4.2,0,0.0,0.0,0.5,0.3,2.5,9.42,$73.22,5.0,60.5
NYC-2023-400247,3233-D85,Driver 1474,11.2,CMT,Sedan,2023-04-27 22:55:00,2023-04-27 23:40:00,45m,40.694046,-74.154442,40.808149,-73.959289,15.49,New Jersey,Manhattan,1.0,Newark,Credit Card,N,Clear,59.0,0.0,2.0,5.7,0,17.49,1.0,0.5,0.3,2.5,19.96,$112.25,5.0,70.5
NYC-2023-403509,4675-D94,Driver 867,12.2,CMT,Sedan,2023-01-11 16:57:00,2023-01-11 17:56:00,59m,40.759201,-73.984454,40.612703,-73.791634,27.41,Manhattan,Queens,1.0,,Credit Card,N,Clear,38.0,0.0,17.2,8.5,0,0.0,2.5,0.5,0.3,,9.04,$79.86,5.0,67.52
NYC-2023-401564,9255-E30,Driver 1670,7.8,VTS,Sedan,2023-01-09 06:59:00,2023-01-09 07:34:00,35m,40.826024,-73.90784,40.677395,-73.959508,20.86,Bronx,Brooklyn,4.0,,CRD,N,Snow,40.0,0.26,6.9,4.8,0,0.0,0.0,0.5,0.3,,7.39,$54.97,5.0,46.78
NYC-2023-401177,9718-A18,Driver 239,9.1,VTS,Sedan,2023-06-04 20:18:00,2023-06-04 20:56:00,38m,40.697224,-73.960158,40.641901,-73.773195,21.29,Brooklyn,Queens,1.0,1,Credit Card,N,Rain,76.0,0.18,11.5,6.2,0,0.0,1.0,0.5,0.3,2.5,13.51,$73.05,4.0,55.24
NYC-2023-403831,2949-F84,Driver 380,4.9,VTS,Sedan,2023-04-25 15:09:00,2023-04-25 15:22:00,13m,40.769206,-73.948506,40.747858,-73.985964,3.32,Manhattan,Manhattan,5.0,1,CRD,N,Clear,45.0,0.0,11.8,5.1,0,0.0,0.0,0.5,0.3,2.5,2.3,$23.89,3.0,18.29
NYC-2023-401508,4067-F67,Driver 1001,15.7,CMT,SUV,2023-11-26 03:45:00,2023-11-26 04:05:00,20m,40.763872,-73.992144,40.840975,-73.905555,9.5,Manhattan,Bronx,1.0,1,Credit Card,N,Clear,69.0,0.0,1.2,1.5,0,0.0,1.0,0.5,0.3,2.5,6.75,$46.97,4.0,35.92
NYC-2023-401067,2242-B43,Driver 1052,11.5,Verifone,SUV,2023-12-12 18:53:00,2023-12-12 19:54:00,1h 1m,40.751674,-73.984595,40.768968,-73.824758,12.47,Manhattan,Queens,1.0,Standard Rate,Credit Card,N,Snow,20.0,1.23,17.6,10.0,0,0.0,2.5,0.5,0.3,2.5,6.12,$67.27,4.0,55.35
NYC-2023-401376,2670-G32,Driver 586,1.1,Verifone,Hybrid,2023-03-22 05:18:00,2023-03-22 05:37:00,19m,40.700863,-73.965981,40.763942,-73.978977,10.51,Brooklyn,Manhattan,,,Credit Card,N,Rain,51.0,0.56,14.9,1.5,0,6.53,1.0,0.5,0.3,,2.91,$39.02,5.0,27.78
NYC-2023-404794,9890-B10,Driver 1159,6.6,CMT,Sedan,30/05/2023 04:21,2023-05-30 05:01:00,,40.653767,-73.782156,40.75056,-73.975633,18.39,Queens,Manhattan,5.0,Standard Rate,Credit Card,N,Clear,38.0,0.0,6.6,3.7,0,0.0,1.0,0.5,0.3,2.5,17.99,$89.59,5.0,67.3
NYC-2023-401229,5780-E91,Driver 1695,1.9,Verifone,Sedan,2023-09-19 17:42:00,2023-09-19 18:00:00,18m,40.770454,-73.966197,40.754701,-73.922044,3.89,Manhattan,Queens,1.0,1,Credit Card,N,Clear,51.0,0.0,4.8,7.2,0,0.0,2.5,0.5,0.3,2.5,6.86,$35.90,5.0,23.24
NYC-2023-401543,9578-C38,Driver 807,1.2,VTS,Sedan,2023-05-25 16:08:00,2023-05-25 17:28:00,1h 20m,40.671744,-74.171089,40.760125,-73.964232,19.15,New Jersey,Manhattan,2.0,,CRD,N,Clear,59.0,0.0,18.4,7.4,0,14.25,2.5,0.5,0.3,2.5,19.49,$121.83,2.0,82.29
NYC-2023-403371,1546-E84,Driver 1649,8.4,CMT,Sedan,2023-07-11 11:30:00,2023-07-11 11:42:00,12m,40.785325,-73.97188,40.807207,-73.93599,5.76,Manhattan,Manhattan,1.0,1,Credit Card,N,Rain,74.0,0.01,6.6,5.7,0,0.0,0.0,0.5,0.3,2.5,3.22,$23.41,4.0,16.89
NYC-2023-403055,7337-E55,Driver 1310,0.8,VTS,Sedan,2023-12-02 20:23:00,2023-12-02 20:47:00,24m,40.697902,-74.005456,40.754131,-73.99114,9.17,Manhattan,Manhattan,,1,Credit Card,N,clear,32.0,0.0,10.2,7.6,0,0.0,1.0,0.5,0.3,2.5,7.77,$40.06,4.0,27.99
NYC-2023-401009,9291-F36,Driver 1591,12.6,VTS,Sedan,2023-08-12 15:07:00,2023-08-12 15:31:00,24m,40.74704,-73.97995,40.776375,-73.869017,8.13,Manhattan,Queens,4.0,1,CRD,N,Clear,69.0,0.0,14.3,7.4,0,0.0,0.0,0.5,0.3,2.5,5.31,$41.56,5.0,32.95
NYC-2023-400280,8198-C75,Driver 493,0.1,CMT,Sedan,2023-11-11 23:49:00,2023-11-12 00:36:00,47m,40.669235,-73.773717,40.823259,-73.908947,15.28,Queens,Bronx,1.0,,Credit Card,N,Rain,46.0,0.29,3.8,6.6,0,0.0,1.0,0.5,0.3,2.5,20.05,$91.83,5.0,67.48
NYC-2023-401022,2757-D11,Driver 245,12.2,CMT,Minivan,2023-08-22 03:55:00,2023-08-22 04:49:00,54m,40.670025,-74.173922,40.773287,-73.849064,24.62,New Jersey,Queens,1.0,,CSH,N,Fog,86.0,0.18,0.3,1.0,0,16.78,1.0,0.5,0.3,2.5,0.0,$91.04,4.0,69.96
NYC-2023-400292,1833-B74,Driver 1289,2.7,CMT,Hybrid,2023-03-28 01:33:00,2023-03-28 02:00:00,27m,40.766735,-73.911072,40.76575,-73.99671,6.81,Queens,Manhattan,1.0,,Credit Card,N,Clear,49.0,0.0,5.0,5.5,0,0.0,1.0,0.5,0.3,,5.85,$39.78,3.0,32.13
NYC-2023-401417,9929-A54,Driver 1297,9.4,VTS,Minivan,2023-09-03 12:34:00,2023-09-03 12:58:00,24m,40.731918,-74.01631,40.756985,-73.890039,10.4,Manhattan,Queens,1.0,1,Cash,N,Clear,62.0,0.0,11.5,5.4,0,0.0,0.0,0.5,0.3,2.5,0.0,$44.47,4.0,41.17
NYC-2023-404625,3272-F32,Driver 828,4.6,vts ,SUV,2023-07-27 00:38:00,2023-07-27 00:46:00,8m,40.780896,-73.949857,40.758705,-73.953792,2.0,Manhattan,Manhattan,3.0,,Credit Card,N,Clear,91.0,0.0,8.6,5.6,0,0.0,1.0,0.5,0.3,2.5,4.03,$21.54,4.0,13.21
NYC-2023-400742,6767-D80,Driver 1339,18.5,CMT,Sedan,2023-02-19 05:23:00,2023-02-19 06:23:00,1h 0m,40.638896,-73.787858,40.768558,-74.001444,19.59,Queens,Manhattan,1.0,2,Dispute,N,Rain,39.0,0.62,5.6,3.6,0,0.0,1.0,0.5,0.3,,0.0,$70.36,3.0,68.56
NYC-2023-404310,6624-H69,Driver 1644,8.0,CMT,Hybrid,10/01/2023 20:34,2023-01-10 20:58:00,24m,40.808322,-73.946633,40.765963,-73.839555,13.92,Manhattan,Queens,1.0,1,CSH,N,Rain,43.0,0.07,13.5,5.9,0,0.0,1.0,0.5,0.3,,0.0,$45.31,5.0,43.51
NYC-2023-402633,7260-G27,Driver 1177,21.1,cmt,Sedan,01/06/2023 11:46,2023-06-01 12:33:00,47m,40.6403,-73.783704,40.711206,-74.014413,30.83,Queens,Manhattan,2.0,JFK Flat Fare,CRD,N,Clear,70.0,0.0,3.5,4.4,0,0.0,0.0,0.5,0.3,2.5,19.36,$87.47,4.0,64.81
NYC-2023-403151,3325-D80,Driver 1432,1.5,CMT,Sedan,2023-01-05 17:47:00,2023-01-05 18:15:00,28m,40.772549,-73.916705,40.75683,-73.983571,5.64,Queens,Manhattan,,,Cash,N,Clear,15.0,0.0,12.6,8.7,0,0.0,2.5,0.5,0.3,,0.0,$32.73,4.0,29.43
NYC-2023-404411,1815-E35,Driver 177,13.6,CMT,Sedan,2023-08-20 16:01:00,2023-08-20 17:08:00,1h 7m,40.698627,-74.010207,40.64965,-73.776495,29.34,Manhattan,Queens,1.0,,CRD,N,Clear,74.0,0.0,7.6,6.4,0,0.0,0.0,0.5,0.3,2.5,10.2,$83.98,4.0,70.48
NYC-2023-400317,8832-F62,Driver 299,13.7,CMT,Sedan,2023-07-08 12:49:00,2023-07-08 13:14:00,25m,40.758442,-73.989025,40.816843,-73.906432,7.33,Manhattan,Bronx,2.0,1,Credit Card,N,Fog,91.0,0.27,6.8,5.4,0,0.0,0.0,0.5,0.3,2.5,7.21,$43.21,4.0,32.7
NYC-2023-404213,9796-B88,Driver 1344,4.4,CMT,Sedan,2023-02-25 17:45:00,2023-02-25 18:10:00,25m,40.808362,-73.940384,40.742958,-73.986517,7.16,Manhattan,Manhattan,2.0,,Credit Card,N,Clear,46.0,0.0,4.9,,0,0.0,0.0,0.5,0.3,,6.96,$45.16,4.0,37.4
NYC-2023-402395,8987-E82,Driver 1031,4.4,VTS,Minivan,2023-02-20 18:43:00,2023-02-20 19:04:00,21m,40.758299,-73.988903,40.68635,-73.975084,6.18,Manhattan,Brooklyn,4.0,1,Credit Card,N,Clear,34.0,0.0,8.2,7.6,1,0.0,2.5,0.5,0.3,,3.96,$32.10,4.0,24.84
NYC-2023-401527,8270-H27,Driver 1687,13.7,cmt,SUV,2023-03-31 17:56:00,2023-03-31 18:37:00,41m,40.832113,-73.898688,40.747327,-73.987741,11.37,Bronx,Manhattan,3.0,1,Credit Card,N,clear,84.0,0.0,5.0,6.0,0,0.0,2.5,0.5,0.3,,6.97,$63.33,4.0,53.06
NYC-2023-403077,8864-H21,Driver 603,5.8,VERIFONE,Sedan,2023-10-16 13:10:00,2023-10-16 13:43:00,33m,40.766421,-73.872112,40.692336,-74.011338,11.72,Queens,Manhattan,0.0,1,Credit Card,N,Clear,58.0,0.0,3.6,6.0,0,0.0,0.0,0.5,0.3,2.5,7.63,$58.40,5.0,47.47
NYC-2023-400309,6024-B55,Driver 1047,7.7,CMT,Sedan,2023-01-02 21:13:00,2023-01-02 21:50:00,37m,40.777877,-73.951161,40.683857,-73.980286,9.38,Queens,Brooklyn,1.0,Standard Rate,CSH,N,Snow,43.0,0.33,5.9,,0,5.17,1.0,0.5,0.3,,0.0,$49.29,4.0,42.32
NYC-2023-403771,9888-A15,Driver 1353,14.2,VTS,Sedan,2023-02-16 07:16:00,2023-02-16 07:33:00,17m,40.74579,-73.986773,40.779616,-73.952529,4.16,Manhattan,Manhattan,4.0,,CSH,N,Clear,36.0,0.0,8.0,7.8,0,0.0,2.5,0.5,0.3,,0.0,$24.57,3.0,21.27
NYC-2023-401972,8125-D84,Driver 775,3.5,VTS,SUV,2023-05-19 03:50:00,2023-05-19 04:08:00,18m,40.756968,-73.932835,40.704922,-73.96076,9.03,Queens,Brooklyn,2.0,1,Credit Card,N,Clear,74.0,0.0,11.6,4.4,0,0.0,1.0,0.5,0.3,2.5,2.61,$30.02,4.0,23.11
NYC-2023-404154,7652-B57,Driver 621,0.2,CMT,Hybrid,2023-11-29 04:58:00,2023-11-29 05:30:00,32m,40.702933,-73.966968,40.647715,-73.782454,13.47,Brooklyn,Queens,5.0,1,Credit Card,N,clear,56.0,0.0,14.7,2.2,0,0.0,1.0,0.5,0.3,2.5,9.67,$67.67,5.0,53.7
NYC-2023-403951,9135-D21,Driver 65,7.1,Verifone,Sedan,2023-01-30 22:30:00,2023-01-30 23:01:00,31m,40.702022,-73.992827,40.643999,-73.787513,16.12,Manhattan,Queens,1.0,JFK Flat Fare,Cash,N,Clear,50.0,0.0,12.3,2.6,0,0.0,1.0,0.5,0.3,,0.0,$53.35,5.0,51.55
NYC-2023-400168,3722-D37,Driver 222,4.0,VTS,Sedan,2023-07-18 05:53:00,2023-07-18 06:01:00,8m,40.765045,-73.974581,40.777073,-73.951892,1.87,Manhattan,Manhattan,1.0,,Credit Card,N,Clear,67.0,0.0,3.5,4.0,0,0.0,1.0,0.5,0.3,2.5,2.77,$18.55,4.0,11.48
NYC-2023-403189,4602-C87,Driver 523,3.7,VTS,SUV,2023-09-08 07:50:00,2023-09-08 08:46:00,56m,40.755052,-73.815855,40.703403,-74.008435,16.42,Queens,Manhattan,1.0,Standard Rate,Cash,N,Rain,62.0,0.39,9.0,6.7,0,0.0,2.5,0.5,0.3,2.5,0.0,$69.77,3.0,63.97
NYC-2023-401419,8511-E80,Driver 1749,7.8,CMT,Hybrid,2023-09-08 19:37:00,2023-09-08 20:36:00,59m,40.776411,-73.921305,0.0,0.0,18.09,Queens,New Jersey,0.0,3,Cash,N,Clear,65.0,0.0,5.3,7.2,0,14.03,2.5,0.5,0.3,2.5,0.0,$99.34,4.0,79.51
NYC-2023-400523,5502-A50,Driver 1420,3.4,VTS,Hybrid,2023-03-23 14:39:00,2023-03-23 15:32:00,53m,40.695543,-74.018118,40.64093,-73.787216,0.0,Manhattan,Queens,1.0,Standard Rate,CSH,N,Clear,51.0,0.0,3.5,5.2,0,0.0,0.0,0.5,0.3,,0.0,$80.39,4.0,79.59
NYC-2023-403257,6712-F33,Driver 499,9.5,VTS,Sedan,2023-06-06 17:41:00,2023-06-06 18:31:00,50m,40.686713,-74.164775,40.738103,-73.980243,14.76,New Jersey,Manhattan,1.0,3,Dispute,N,Clear,84.0,0.0,5.0,7.5,0,16.76,2.5,0.5,0.3,2.5,0.0,$104.89,5.0,82.33
NYC-2023-401216,7994-E25,Driver 269,18.1,Verifone,Sedan,2023-12-27 03:18:00,2023-12-27 03:26:00,8m,40.704095,-73.968457,40.684703,-73.992679,2.37,Brooklyn,Brooklyn,1.0,,Cash,N,clear,49.0,0.0,9.0,1.8,0,0.0,1.0,0.5,0.3,2.5,0.0,$15.63,5.0,11.33
NYC-2023-403493,6736-E49,Driver 1630,3.9,CMT,Sedan,2023-12-30 02:44:00,2023-12-30 03:28:00,44m,40.77776,-73.836619,40.633845,-73.769687,15.52,Queens,Queens,1.0,1,Cash,N,Rain,31.0,0.36,10.4,,0,0.0,1.0,0.5,0.3,2.5,0.0,$76.86,4.0,72.56
NYC-2023-402796,6465-C33,Driver 1221,7.9,Verifone,Sedan,2023-01-19 19:29:00,2023-01-19 20:17:00,48m,40.700627,-74.007015,40.750991,-73.832273,12.53,Manhattan,Queens,4.0,1,Credit Card,N,Rain,36.0,0.26,5.3,8.8,0,0.0,2.5,0.5,0.3,,6.25,$69.75,5.0,60.2
NYC-2023-400029,5960-H58,Driver 32,6.3,VTS,Sedan,2023-04-04 04:05:00,2023-04-04 04:28:00,23m,40.691192,-74.006112,40.773842,-73.966469,8.73,Brooklyn,Manhattan,1.0,1,Credit Card,N,Fog,47.0,0.11,7.0,1.9,0,0.0,1.0,0.5,0.3,2.5,7.5,$43.92,5.0,32.12
NYC-2023-401825,8869-E26,Driver 1068,9.9,CMT,SUV,20/09/2023 18:49,2023-09-20 19:20:00,31m,40.790665,-73.865846,40.714505,-73.963004,13.94,Queens,Brooklyn,1.0,,Cash,N,Rain,55.0,0.21,6.1,10.0,0,0.0,2.5,0.5,0.3,2.5,0.0,$41.27,4.0,35.47
NYC-2023-401993,8531-D31,Driver 265,2.2,VTS,Minivan,2023-12-09 09:03:00,2023-12-09 09:27:00,24m,40.68003,-74.023962,40.777903,-73.92513,10.92,Manhattan,Queens,1.0,1,Dispute,N,Rain,48.0,0.54,7.0,3.0,0,0.0,0.0,0.5,0.3,2.5,0.0,$43.78,4.0,40.48
NYC-2023-404713,2812-D40,Driver 966,3.4,CMT,Sedan,14/07/2023 08:43,2023-07-14 09:13:00,30m,40.695264,-74.014508,40.766892,-73.926259,8.78,Manhattan,Queens,1.0,,CSH,N,RAIN,79.0,0.49,14.5,7.1,0,0.0,2.5,0.5,0.3,2.5,0.0,$45.57,4.0,39.77
NYC-2023-403800,4849-H28,Driver 644,8.4,VTS,Sedan,07/03/2023 13:06,2023-03-07 13:45:00,,40.829668,-73.88901,40.747026,-73.988825,11.95,Bronx,Manhattan,1.0,1,Credit Card,N,,56.0,0.0,2.5,6.7,0,0.0,0.0,0.5,0.3,,7.55,$64.05,5.0,55.7
NYC-2023-403064,4119-E27,Driver 188,5.2,Verifone,Sedan,2023-11-05 21:46:00,2023-11-05 22:34:00,48m,40.65193,-73.764202,40.762824,-73.991808,31.43,Queens,Manhattan,1.0,2,Credit Card,N,Clear,53.0,0.0,4.7,2.4,0,0.0,1.0,0.5,0.3,2.5,24.51,$109.75,3.0,80.94
NYC-2023-401283,4701-B97,Driver 81,4.3,VTS,Sedan,22/09/2023 01:28,2023-09-22 02:02:00,34m,40.653838,-73.776922,40.777804,-73.900441,15.3,Queens,Queens,4.0,1,Credit Card,N,Clear,81.0,0.0,7.0,1.0,0,0.0,1.0,0.5,0.3,2.5,13.77,$76.24,3.0,58.17
NYC-2023-401324,5424-D91,Driver 505,3.0,VTS,Sedan,2023-06-21 16:06:00,2023-06-21 17:08:00,1h 2m,40.713058,-74.008689,40.642992,-73.790825,15.69,Manhattan,Queens,1.0,2,Credit Card,N,,100.0,0.0,10.6,7.9,0,0.0,2.5,0.5,0.3,2.5,18.37,$89.71,4.0,65.54
NYC-2023-403170,8154-F96,Driver 1112,7.9,Verifone,Sedan,2023-01-24 21:51:00,2023-01-24 22:11:00,20m,40.760269,-73.964754,40.70032,-73.986264,0.0,Manhattan,Manhattan,1.0,1,Credit Card,N,Rain,37.0,0.3,3.5,4.8,0,6.82,1.0,0.5,0.3,,2.96,$38.29,4.0,26.71
NYC-2023-400287,1599-F66,Driver 1059,4.8,Verifone,Sedan,2023-07-30 04:52:00,2023-07-30 05:19:00,27m,40.686095,-73.944306,40.645257,-73.79122,16.33,Brooklyn,Queens,1.0,1,CRD,N,Clear,70.0,0.0,12.4,4.1,0,0.0,1.0,0.5,0.3,2.5,8.33,$55.61,5.0,42.98
NYC-2023-404108,3844-F15,Driver 540,2.4,Verifone,Sedan,2023-08-18 22:17:00,2023-08-18 22:41:00,24m,40.77202,-73.875711,40.708346,-73.9527,8.87,Queens,Brooklyn,1.0,1,Cash,N,Clear,79.0,0.0,6.1,1.5,0,4.26,1.0,0.5,0.3,2.5,0.0,$48.07,4.0,39.51
NYC-2023-401948,7460-H41,Driver 1051,15.5,CMT,SUV,01/03/2023 13:07,2023-03-01 13:56:00,49m,40.807077,-73.945002,40.636646,-73.749725,19.77,Manhattan,Queens,1.0,2,CSH,N,Clear,75.0,0.0,1.7,3.6,0,0.0,0.0,0.5,0.3,,0.0,$64.38,5.0,63.58
NYC-2023-403553,5512-A50,Driver 1258,4.1,Verifone,Minivan,2023-09-27 00:51:00,2023-09-27 01:36:00,45m,40.764406,-73.984988,40.572223,-74.169175,21.46,Manhattan,Staten Island,1.0,4,Credit Card,N,Clear,47.0,0.0,6.2,3.1,0,11.81,1.0,0.5,0.3,2.5,48.37,$216.65,4.0,152.17
NYC-2023-401881,7148-G69,Driver 1782,5.8,CMT,SUV,2023-03-23 22:37:00,2023-03-23 23:08:00,31m,40.789511,-73.924922,40.754912,-73.821366,9.0,Manhattan,Queens,3.0,,Credit Card,N,Clear,46.0,0.0,4.4,5.6,0,0.0,1.0,0.5,0.3,,4.88,$49.42,4.0,42.74
NYC-2023-400332,1811-B51,Driver 1514,3.4,VTS,Sedan,2023-01-14 18:17:00,2023-01-14 18:38:00,21m,40.734856,-73.978058,40.680013,-73.998663,5.96,Manhattan,Brooklyn,1.0,5,Credit Card,N,Clear,41.0,0.0,12.3,,0,0.0,0.0,0.5,0.3,,4.09,$34.76,5.0,29.87
NYC-2023-402607,3846-H36,Driver 1763,7.6,VTS,SUV,2023-04-30 02:02:00,2023-04-30 02:18:00,16m,40.776122,-73.978235,40.726539,-73.961671,0.0,Manhattan,Brooklyn,1.0,,CSH,N,Clear,41.0,0.0,7.0,2.0,0,0.0,1.0,0.5,0.3,2.5,0.0,$25.31,5.0,21.01
NYC-2023-401900,3504-A82,Driver 263,4.7,CMT,Sedan,2023-01-24 14:07:00,2023-01-24 14:48:00,41m,40.745166,-73.974501,40.631657,-73.779402,16.97,Manhattan,Queens,2.0,JFK Flat Fare,Credit Card,N,Clear,46.0,0.0,3.8,3.0,0,0.0,0.0,0.5,0.3,,0.0,$67.30,4.0,66.5
NYC-2023-403484,3448-A33,Driver 172,3.8,VERIFONE,Minivan,29/01/2023 08:53,2023-01-29 09:13:00,20m,40.730958,-73.96533,40.699785,-74.024132,5.62,Manhattan,Manhattan,1.0,,Cash,N,Clear,32.0,0.0,17.6,3.9,0,0.0,0.0,0.5,0.3,,0.0,$28.50,5.0,27.7
NYC-2023-403440,2063-C74,Driver 1514,4.8,CMT,Sedan,2023-06-10 18:54:00,2023-06-10 18:59:00,5m,40.770903,-73.962191,40.756588,-73.974131,2.59,Manhattan,Manhattan,4.0,1,CRD,N,,83.0,0.0,11.5,5.7,0,0.0,0.0,0.5,0.3,2.5,1.65,$13.23,4.0,8.28
NYC-2023-400345,7450-G25,Driver 1136,2.9,VTS,Sedan,2023-11-17 00:24:00,2023-11-17 00:49:00,25m,40.784941,-73.885105,40.699425,-74.019526,11.05,Queens,Manhattan,1.0,,Cash,N,Clear,61.0,0.0,4.9,1.5,0,0.0,1.0,0.5,0.3,2.5,0.0,$48.54,5.0,44.24
NYC-2023-401887,7681-A73,Driver 181,1.8,VTS,Sedan,2023-11-14 16:33:00,2023-11-14 16:51:00,18m,40.688459,-73.987999,40.723946,-74.028562,4.95,Brooklyn,Manhattan,1.0,1,Credit Card,N,Rain,50.0,0.03,6.4,7.7,0,0.0,2.5,0.5,0.3,2.5,0.0,$30.01,4.0,24.21
NYC-2023-401753,6605-C34,Driver 880,5.8,VTS,Hybrid,2023-07-26 11:42:00,2023-07-26 11:47:00,5m,40.756715,-73.979798,40.766353,-73.960409,1.57,Manhattan,Manhattan,1.0,1,Credit Card,N,Fog,93.0,0.12,3.8,5.0,0,0.0,0.0,0.5,0.3,2.5,2.2,$15.45,5.0,9.95
NYC-2023-403182,6129-A95,Driver 635,4.3,CMT,Sedan,2023-12-23 07:34:00,2023-12-23 07:41:00,7m,40.685122,-73.987268,40.704224,-74.012234,2.3,Brooklyn,Manhattan,5.0,1,Cash,N,Clear,47.0,0.0,12.4,5.4,0,7.09,0.0,0.5,0.3,2.5,0.0,$21.70,5.0,11.31
NYC-2023-403496,3562-E42,Driver 937,4.6,VTS,Hybrid,2023-01-03 17:20:00,2023-01-03 17:35:00,15m,40.811475,-73.942512,40.779889,-73.951449,5.38,Manhattan,Queens,1.0,Standard Rate,Cash,N,Clear,31.0,0.0,23.1,5.2,0,0.0,2.5,0.5,0.3,,0.0,$22.37,5.0,19.07
NYC-2023-400973,9343-A91,Driver 403,2.3,CMT,Sedan,2023-09-17 22:46:00,2023-09-17 23:37:00,51m,40.641362,-73.780152,40.697966,-73.991894,24.99,Queens,Brooklyn,1.0,,Credit Card,N,Rain,73.0,0.09,2.0,6.5,0,0.0,1.0,0.5,0.3,2.5,12.96,$93.84,4.0,76.58
NYC-2023-404293,1930-E16,Driver 1318,5.5,CMT,SUV,12/08/2023 19:13,2023-08-12 19:32:00,19m,40.74385,-73.985326,40.778852,-73.946268,4.76,Manhattan,Manhattan,1.0,Standard Rate,Credit Card,N,Clear,88.0,0.0,15.0,7.8,0,0.0,0.0,0.5,0.3,2.5,6.68,$32.14,4.0,22.16
NYC-2023-403134,1298-F76,Driver 307,8.7,CMT,Hybrid,2023-05-28 15:00:00,2023-05-28 15:19:00,19m,40.741174,-73.971734,40.769377,-73.88179,11.01,Manhattan,Queens,1.0,Standard Rate,Cash,N,Clear,61.0,0.0,5.5,3.7,0,0.0,0.0,0.5,0.3,2.5,0.0,$32.03,3.0,28.73
NYC-2023-401485,9544-C65,Driver 1334,7.5,cmt,Hybrid,10/09/2023 16:02,2023-09-10 16:30:00,28m,40.696428,-74.154901,40.696129,-74.016645,9.31,New Jersey,Manhattan,6.0,,Credit Card,N,Clear,52.0,0.0,15.9,4.5,0,14.41,0.0,0.5,0.3,2.5,25.52,$130.23,5.0,87.0
NYC-2023-401369,5980-G61,Driver 980,2.6,VTS,Sedan,2023-05-12 20:09:00,2023-05-12 20:32:00,23m,40.74805,-73.965879,40.840129,-73.900949,8.51,Manhattan,Bronx,1.0,1,Cash,N,Clear,49.0,0.0,4.3,5.7,0,0.0,1.0,0.5,0.3,2.5,0.0,$44.92,4.0,40.62
